Conglomerado,Anio,Fecha_cgl,Estado,Municipio,Formato,Tipo_cgl_estandar,Monitoreo,Muestreado,Cubierta_Vegetal,Tenencia,Altitud,Pendiete_promedio,Fisiografia,Exposicion,Veg_prim_levantada,Veg_sec_levanatda,Sitios_x_cgl,Sitio_1,Sitio_2,Sitio_3,Sitio_4,X,Y
74366,2011,26/03/2011,Oaxaca,San Dionisio Ocotepec,Bosque,Inicial,No,1,Si,Comunal,2045,20,Planicie,Zenital,BQ,VSna,4,1,1,1,1,-96.335583,16.82722156
71413,2011,18/04/2011,Oaxaca,Santiago Nacaltepec,Bosque,Inicial,No,1,Si,Comunal,2200,10,Ladera,Sur,BQ,VSA,4,1,1,1,1,-96.92111044,17.48083267
72249,2011,10/04/2011,Oaxaca,Santiago Nundiche,Bosque,Inicial,No,1,Si,Comunal,2143,10,Ladera,Sur,BPQ,VSA,4,1,1,1,1,-97.72527711,17.325666
77156,2011,20/07/2011,Oaxaca,Santa Catarina Juquila,Selva,Inicial,No,1,Si,Comunal,236,40,Lomerio,Sureste,SMQ,VSA,4,1,1,1,1,-97.34472189,16.09527744
77449,2011,14/06/2011,Oaxaca,San Miguel del Puerto,Selva,Inicial,No,1,Si,Propiedad Particular,1484,30,Ladera,Noroeste,SMS,VSA,4,1,1,1,1,-96.13974967,15.91724933
74980,2011,22/10/2011,Oaxaca,San Carlos Yautepec,Bosque,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-95.826666,16.67138822
75197,2011,12/05/2011,Oaxaca,Ciudad Ixtepec,Selva,Inicial,No,1,Si,Comunal,54,0,Planicie,Zenital,SBK,VSna,4,1,1,1,1,-95.03441633,16.59141633
75344,2011,04/09/2011,Oaxaca,Santa Maria Zaniza,Bosque,Inicial,No,1,Si,Comunal,2176,30,Meseta,Este,BPQ,VSA,4,1,1,1,1,-97.28027711,16.63324933
74376,2011,22/08/2011,Oaxaca,San Juan Juquila Mixes,Selva,Inicial,No,1,Si,Comunal,675,20,Lomerio,Noroeste,SBC,VSna,4,1,1,1,1,-95.86749933,16.80861111
73766,2011,19/08/2011,Oaxaca,San Juan Juquila Mixes,Bosque,Inicial,No,1,Si,Comunal,1623,70,Ladera,Noreste,BPQ,VSaa,2,1,0,0,1,-95.90869444,16.94586078
76593,2011,07/06/2011,Oaxaca,Santa Maria Ecatepec,Bosque,Inicial,No,1,Si,Comunal,559,40,Ladera,Este,BQP,VSA,4,1,1,1,1,-95.93802744,16.27002711
76942,2011,09/05/2011,Oaxaca,Villa de Tututepec de Melcho,Selva,Inicial,No,1,Si,Comunal,572,20,Ladera,Suroeste,SMS,VSaa,4,1,1,1,1,-97.52813822,16.19111078
76258,2012,14/06/2012,Oaxaca,Villa Sola de Vega,Bosque,Inicial,No,1,Si,Comunal,1594,30,Ladera,Este,BPQ,VSA,4,1,1,1,1,-97.00722222,16.4
76848,2012,23/06/2012,Oaxaca,Santa Lucia Miahuatlan,Bosque,Inicial,No,1,Si,Comunal,2363,55,Ladera,Noreste,BPQ,VSA,4,1,1,1,1,-96.640833,16.20666667
73547,2012,01/08/2012,Oaxaca,Villa Diaz Ordaz,Bosque,Inicial,Si,1,Si,Comunal,1761,30,Lomerio,Sureste,BQ,VSaa,4,1,1,1,1,-96.42194378,17.01111111
74397,2012,18/05/2012,Oaxaca,Asuncion Ixtaltepec,Bosque,Inicial,No,1,Si,Comunal,232,8,Planicie,Zenital,BQ,VSA,4,1,1,1,1,-94.88499967,16.765
77561,2012,26/05/2012,Oaxaca,Santa Maria Colotepec,Selva,Inicial,No,1,Si,Propiedad Particular,278,49,Ladera,Suroeste,SMS,VSA,4,1,1,1,1,-96.84088856,15.85305556
77676,2012,09/06/2012,Oaxaca,Santa Maria Huatulco,Selva,Inicial,No,1,Si,Propiedad Federal,75,35,Lomerio,Noroeste,SBC,VSA,4,1,1,1,1,-96.19388856,15.73911078
76696,2012,17/06/2012,Oaxaca,Santa Maria Huazolotitlán,Selva,Inicial,No,1,Si,Ejidal,325,35,Lomerio,Sureste,SMS,VSA,4,1,1,1,1,-97.898333,16.29194411
72698,2012,05/08/2012,Oaxaca,Santa Catarina Ixtepeji,Bosque,Reemplazo,No,1,Si,Comunal,2105,55,Barranca,Noroeste,BPQ,VSna,4,1,1,1,1,-96.55502778,17.19622189
75885,2012,25/06/2012,Oaxaca,San Juan Colorado,Selva,Inicial,No,1,Si,Comunal,424,35,Barranca,Noreste,SMQ,VSA,4,1,1,1,1,-97.89169411,16.51722156
75360,2012,25/06/2012,Oaxaca,San Juan Lachigalla,Bosque,Inicial,No,1,Si,Comunal,1961,30,Ladera,Suroeste,BQP,VSna,4,1,1,1,1,-96.53236044,16.60611111
75410,2012,15/05/2012,Oaxaca,Santo Domingo Zanatepec,Bosque,Inicial,No,1,Si,Comunal,1035,40,Ladera,Sureste,BP,VSA,4,1,1,1,1,-94.19611078,16.50444444
75560,2012,07/05/2012,Oaxaca,Nejapa de Madero,Bosque,Inicial,No,1,Si,Ejidal,1230,20,Meseta,Sureste,BQ,VSA,3,1,0,1,1,-95.97277711,16.54194411
75717,2012,26/06/2012,Oaxaca,Santo Domingo Teojomulco,Bosque,Inicial,No,1,Si,Comunal,875,25,Lomerio,Sureste,BPQ,VSh,4,1,1,1,1,-97.28277711,16.54416633
74352,2012,24/06/2012,Oaxaca,Zimatlan de Alvarez,Bosque,Inicial,No,1,Si,Comunal,2535,34,Ladera,Sur,BQP,VSna,4,1,1,1,1,-96.991083,16.85083333
71199,2012,31/07/2012,Oaxaca,Santiago Huauclilla,Bosque,Inicial,No,1,Si,Comunal,2200,15,Lomerio,Noroeste,BQP,VSna,4,1,1,1,1,-96.96636111,17.52783267
73300,2012,11/06/2012,Oaxaca,Santiago Juxtlahuaca,Bosque,Inicial,No,1,Si,Comunal,1050,43,Ladera,Noroeste,BQ,VSaa,4,1,1,1,1,-98.15583333,17.11105556
73517,2012,23/06/2012,Oaxaca,Santa Maria Yucuhiti,Bosque,Inicial,No,1,Si,Comunal,1546,58,Ladera,Oeste,BQP,VSA,4,1,1,1,1,-97.82858267,17.05722222
72041,2012,03/07/2012,Oaxaca,Santa Catarina Tayata,Bosque,Inicial,No,1,Si,Comunal,2350,18,Ladera,Sur,BPQ,VSA,4,1,1,1,1,-97.53694411,17.36502778
73965,2012,20/07/2012,Oaxaca,San Lorenzo Albarradas,Bosque,Inicial,No,1,Si,Propiedad Particular,1687,20,Ladera,Noreste,BQ,VSA,3,1,1,1,0,-96.23805522,16.91391667
73122,2012,01/09/2012,Oaxaca,Tlalixtac de Cabrera,Bosque,Inicial,No,1,Si,Comunal,2069,40,Ladera,Sur,BQ,VSA,4,1,1,1,1,-96.60583333,17.10833333
76711,2012,17/06/2012,Oaxaca,Santa Catarina Juquila,Bosque,Inicial,No,1,Si,Comunal,1602,30,Ladera,Sureste,BQP,VSA,4,1,1,1,1,-97.19888856,16.27083267
72878,2012,08/06/2012,Oaxaca,Santiago Juxtlahuaca,Bosque,Inicial,No,1,Si,Comunal,1268,39,Ladera,Sureste,BQP,VSn,4,1,1,1,1,-98.10936111,17.20244444
76726,2012,19/05/2012,Oaxaca,San Andres Paxtlan,Bosque,Inicial,No,1,Si,Comunal,1911,59,Lomerio,Sureste,BPQ,VSna,4,1,1,1,1,-96.49949967,16.24661078
74150,2012,19/07/2012,Oaxaca,San Miguel Peras,Bosque,Reemplazo,No,1,Si,Comunal,2700,50,Lomerio,Noroeste,BQP,VSA,4,1,1,1,1,-97.087083,16.90044444
74367,2012,26/06/2012,Oaxaca,San Dionisio Ocotepec,Bosque,Inicial,No,1,Si,Comunal,1598,21,Lomerio,Sur,BQ,VSA,4,1,1,1,1,-96.28861078,16.82555489
75590,2012,10/05/2012,Oaxaca,Santiago Niltepec,Selva,Inicial,No,1,Si,Comunal,56,3,Planicie,Zenital,SBC,VSA,4,1,1,1,1,-94.57197156,16.47863822
76273,2012,24/05/2012,Oaxaca,San Jose Lachiguiri,Selva,Inicial,No,1,Si,Propiedad Particular,148,20,Bajo,Este,SBC,VSn,4,1,1,1,1,-96.30725,16.37472156
73782,2012,10/05/2012,Oaxaca,Santo Domingo Petapa,Bosque,Inicial,No,1,Si,Comunal,311,37,Lomerio,Sur,BQ,VSA,4,1,1,1,1,-95.15888889,16.91333333
71610,2012,06/07/2012,Oaxaca,San Juan Ðumi,Bosque,Inicial,No,1,Si,Comunal,2731,60,Ladera,Sur,BPQ,VSA,4,1,1,1,1,-97.72233267,17.46072222
73935,2012,24/06/2012,Oaxaca,Santa Lucia Monteverde,Bosque,Inicial,No,1,Si,Comunal,2316,25,Lomerio,Este,BC,VSn,4,1,1,1,1,-97.64388856,16.96166667
74337,2012,26/06/2012,Oaxaca,San Andres Cabecera Nueva,Bosque,Inicial,No,1,Si,Comunal,1713,30,Lomerio,Sureste,BM,VSA,4,1,1,1,1,-97.69361078,16.87277711
72280,2012,23/07/2012,Oaxaca,Santa Maria Yalina,Bosque,Inicial,No,1,Si,Comunal,2242,68,Ladera,Este,BQP,VSna,4,1,1,1,1,-96.27458267,17.276666
74732,2012,08/06/2012,Oaxaca,Santa Maria Zacatepec,Selva,Inicial,No,1,Si,Comunal,402,57,Lomerio,Este,SMS,VSA,4,1,1,1,1,-97.97722156,16.79027744
74966,2012,27/06/2012,Oaxaca,San Baltazar Chichicápam,Bosque,Inicial,No,1,Si,Ejidal,1573,10,Lomerio,Noroeste,BQ,VSA,4,1,1,1,1,-96.48144378,16.69727744
75345,2012,19/08/2012,Oaxaca,Santo Domingo Teojomulco,Bosque,Inicial,No,1,Si,Comunal,1775,90,Barranca,Sur,BPQ,VSna,2,1,1,0,0,-97.23308267,16.63311044
75545,2012,18/06/2012,Oaxaca,Coatecas Altas,Bosque,Inicial,No,1,Si,Comunal,1680,25,Meseta,Sureste,BQ,VSaa,4,1,1,1,1,-96.67361044,16.56888822
76100,2012,20/05/2012,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,1440,40,Ladera,Norte,BQP,VSaa,3,1,0,1,1,-96.16555556,16.41444444
76818,2012,14/06/2012,Oaxaca,Santiago Pinotepa Nacional,Selva,Inicial,No,1,Si,Ejidal,110,30,Lomerio,Noreste,SBC,VSaa,4,1,1,1,1,-98.03972189,16.25055556
74777,2012,08/05/2012,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,1000,40,Ladera,Este,BQ,VSA,3,1,1,0,1,-95.871416,16.71861044
75163,2012,26/06/2012,Oaxaca,San Jose del Progreso,Bosque,Inicial,No,1,Si,Ejidal,1688,40,Ladera,Norte,BQ,VSaa,4,1,1,1,1,-96.62333267,16.65722222
73542,2012,07/08/2012,Oaxaca,Rojas de Cuauhtemoc,Bosque,Inicial,No,1,Si,Comunal,1965,45,Barranca,Noroeste,BQ,VSaa,4,1,1,1,1,-96.65638889,17.01974933
73762,2012,04/08/2012,Oaxaca,San Pedro y San Pablo Ayutla,Bosque,Inicial,No,1,Si,Comunal,1940,30,Ladera,Suroeste,BQP,VSna,4,1,1,1,1,-96.09552744,16.95333333
75193,2012,08/05/2012,Oaxaca,Santiago Laollaga,Selva,Inicial,No,1,Si,Comunal,231,13,Lomerio,Este,SBC,VSna,4,1,1,1,1,-95.22111044,16.6
75895,2012,22/06/2012,Oaxaca,Santa Cruz Zenzontepec,Bosque,Inicial,No,1,Si,Comunal,1704,30,Ladera,Suroeste,BPQ,VSA,4,1,1,1,1,-97.424416,16.50361111
77177,2012,22/05/2012,Oaxaca,San Marcial Ozolotepec,Bosque,Inicial,No,1,Si,Propiedad Particular,1723,79,Ladera,Este,BM,VSaa,3,1,0,1,1,-96.36669378,16.06141667
75168,2012,22/06/2012,Oaxaca,Santa Maria Zoquitlan,Bosque,Inicial,No,1,Si,Comunal,1892,42,Ladera,Sureste,BQ,VSA,4,1,1,1,1,-96.38974967,16.64861078
74956,2012,19/07/2012,Oaxaca,Villa Sola de Vega,Bosque,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-96.94916633,16.71388889
75960,2012,11/05/2012,Oaxaca,Santo Domingo Zanatepec,Selva,Inicial,No,1,Si,Comunal,80,35,Ladera,Suroeste,SBC,VSn,4,1,1,1,1,-94.39027744,16.379166
77094,2012,16/05/2012,Oaxaca,Santo Domingo Tehuantepec,Selva,Inicial,No,1,Si,Ejidal,638,63,Lomerio,Noreste,SBC,VSaa,4,1,1,1,1,-95.52694378,16.07194378
71851,2012,17/03/2012,Oaxaca,Ixtlan de Juarez,Bosque,Inicial,No,1,Si,Comunal,2730,10,Terraza,Suroeste,BM,VSn,4,1,1,1,1,-96.45436111,17.37413822
76843,2012,14/06/2012,Oaxaca,San Jeronimo Coatlan,Bosque,Inicial,No,1,Si,Comunal,1982,35,Ladera,Sur,BQ,VSA,4,1,1,1,1,-96.873916,16.215
74372,2012,18/07/2012,Oaxaca,San Pedro Quiatoni,Bosque,Inicial,No,1,Si,Comunal,1986,19,Ladera,Sureste,BQP,VSA,4,1,1,1,1,-96.05480556,16.8165
75702,2012,29/06/2012,Oaxaca,Santa Maria Ipalapa,Bosque,Inicial,No,1,Si,Comunal,500,35,Lomerio,Noroeste,BQ,VSA,4,1,1,1,1,-97.98386078,16.565
72096,2012,20/04/2012,Oaxaca,Matias Romero,Selva,Inicial,No,1,Si,Comunal,132,80,Lomerio,Este,SAP,VSA,4,1,1,1,1,-94.95305556,17.26527778
73532,2012,24/07/2012,Oaxaca,Santa Maria Peñoles,Bosque,Inicial,No,1,Si,Comunal,1940,60,Ladera,Suroeste,BQ,VSA,4,1,1,1,1,-97.12527711,17.035833
73147,2012,19/04/2012,Oaxaca,San Juan Mazatlan,Bosque,Inicial,No,1,Si,Comunal,515,30,Ladera,Sur,BPQ,VSA,4,1,1,1,1,-95.433333,17.06141667
76443,2012,14/05/2012,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,1328,70,Ladera,Este,BPQ,VSA,4,1,1,1,1,-95.98277711,16.31697156
72683,2012,22/08/2012,Oaxaca,Asuncion Nochixtlan,Bosque,Inicial,No,1,Si,Comunal,1944,52,Ladera,Este,BQ,VSaa,4,1,1,1,1,-97.26408333,17.21986044
68146,2012,09/03/2012,Oaxaca,Huautla de Jimenez,Bosque,Reemplazo,No,1,Si,Propiedad Particular,1600,25,Ladera,Norte,BM,VSA,4,1,1,1,1,-96.75669444,18.11086111
76453,2012,11/05/2012,Oaxaca,San Miguel Tenango,Selva,Inicial,No,1,Si,Comunal,974,31,Ladera,Norte,SBC,VSna,4,1,1,1,1,-95.51638889,16.29724967
75350,2012,21/07/2012,Oaxaca,Villa Sola de Vega,Bosque,Inicial,No,1,Si,Comunal,1861,36,Ladera,Sur,BQ,VSA,4,1,1,1,1,-96.99916633,16.62527711
75550,2012,22/07/2012,Oaxaca,Santa Maria Zoquitlan,Selva,Inicial,No,1,Si,Comunal,1295,20,Lomerio,Oeste,SBC,VSna,4,1,1,1,1,-96.43999967,16.56027778
73350,2012,20/04/2012,Oaxaca,San Miguel Quetzaltepec,Bosque,Inicial,No,1,Si,Comunal,672,45,Lomerio,Sureste,BPQ,VSaa,4,1,1,1,1,-95.81052778,17.03219378
74737,2012,26/06/2012,Oaxaca,Santa Cruz Itundujia,Bosque,Inicial,No,1,Si,Comunal,625,45,Ladera,Oeste,BP,VSA,4,1,1,1,1,-97.743333,16.78388856
75203,2012,09/05/2012,Oaxaca,Santo Domingo Ingenio,Selva,Inicial,Si,1,Si,Ejidal,45,0,Planicie,Zenital,SMQ,VSA,4,1,1,1,1,-94.75416667,16.57805489
71600,2012,25/07/2012,Oaxaca,Silacayoápam,Bosque,Inicial,No,1,Si,Comunal,2450,25,Ladera,Noreste,BPQ,VSna,4,1,1,1,1,-98.19288856,17.47369378
70272,2012,03/07/2012,Oaxaca,San Marcos Arteaga,Bosque,Inicial,No,1,Si,Comunal,1620,60,Ladera,Norte,BQ,VSA,4,1,1,1,1,-98.043833,17.74044411
73737,2012,21/07/2012,Oaxaca,San Miguel Piedras,Bosque,Reemplazo,No,1,Si,Comunal,1900,95,Lomerio,Noreste,BQP,VSaa,2,1,1,0,0,-97.26811044,16.99855522
73112,2012,02/08/2012,Oaxaca,San Juan Tamazola,Bosque,Inicial,No,1,Si,Comunal,2319,6,Lomerio,Sur,BPQ,VSaa,4,1,1,1,1,-97.07499933,17.12444378
73310,2012,23/06/2012,Oaxaca,San Esteban Atatlahuca,Bosque,Inicial,No,1,Si,Comunal,2785,30,Lomerio,Norte,BPQ,VSna,4,1,1,1,1,-97.68663856,17.09836078
69370,2012,02/09/2012,Oaxaca,San Miguel Tequixtepec,Bosque,Inicial,No,1,Si,Comunal,2470,7,Lomerio,Este,BQ,VSaa,4,1,1,1,1,-97.23638856,17.898333
69141,2012,30/08/2012,Oaxaca,Cuyamecalco Villa de Zaragoz,Bosque,Inicial,No,1,Si,Comunal,2420,50,Ladera,Noreste,BQP,VSA,4,1,1,1,1,-96.85694444,17.93083267
74185,2012,08/05/2012,Oaxaca,Guevea de Humboldt,Selva,Inicial,No,1,Si,Comunal,552,35,Ladera,Norte,SBC,VSn,4,1,1,1,1,-95.44416633,16.835833
76614,2012,21/06/2012,Oaxaca,San Mateo del Mar,Selva,Inicial,Si,1,Si,Comunal,46,3,Planicie,Zenital,VM,VSh,4,1,1,1,1,-94.95916667,16.226666
70302,2012,17/03/2012,Oaxaca,San Juan Quiotepec,Bosque,Inicial,No,1,Si,Comunal,1847,73,Ladera,Norte,BM,VSn,4,1,1,1,1,-96.63005489,17.69686078
76569,2012,12/06/2012,Oaxaca,San Jeronimo Coatlan,Bosque,Inicial,No,1,Si,Comunal,1328,40,Ladera,Noroeste,BPQ,VSA,4,1,1,1,1,-97.05719444,16.31138889
73727,2012,22/06/2012,Oaxaca,Santiago Nuyoo,Bosque,Inicial,No,1,Si,Comunal,1756,50,Ladera,Norte,BQ,VSA,4,1,1,1,1,-97.73641633,17.00941667
74392,2012,24/04/2012,Oaxaca,El Barrio de la Soledad,Selva,Inicial,No,1,Si,Propiedad Particular,252,8,Lomerio,Sureste,SMQ,VSaa,4,1,1,1,1,-95.11888822,16.77583267
76564,2012,11/06/2012,Oaxaca,Santa Catarina Juquila,Bosque,Inicial,No,1,Si,Comunal,1409,70,Lomerio,Noroeste,BP,VSna,4,1,1,1,1,-97.290583,16.318916
77049,2012,08/06/2012,Oaxaca,Villa de Tututepec de Melcho,Selva,Inicial,No,1,Si,Comunal,2002,30,Lomerio,Oeste,SMS,VSA,4,1,1,1,1,-97.62277711,16.14888856
69841,2012,02/08/2012,Oaxaca,Santa Maria Pápalo,Bosque,Inicial,No,1,Si,Comunal,2550,23,Lomerio,Este,BQP,VSaa,4,1,1,1,1,-96.815,17.79388856
74936,2012,29/06/2012,Oaxaca,Santa Maria Zacatepec,Bosque,Inicial,No,1,Si,Propiedad Particular,1241,49,Barranca,Noreste,BPQ,VSA,4,1,1,1,1,-97.88499967,16.74274967
77359,2012,27/05/2012,Oaxaca,San Agustin Loxicha,Bosque,Inicial,No,1,Si,Comunal,991,30,Ladera,Sureste,BQP,VSA,4,1,1,1,1,-96.64966633,15.98163822
70062,2012,24/08/2012,Oaxaca,San Juan Bautista Coixtlahua,Bosque,Inicial,No,1,Si,Comunal,2480,35,Ladera,Noreste,BQ,VSA,4,1,1,1,1,-97.19391633,17.76111111
69151,2012,22/03/2012,Oaxaca,San Juan Bautista Valle Naci,Selva,Inicial,No,1,Si,Ejidal,863,60,Ladera,Norte,SAP,VSA,4,1,1,1,1,-96.38552744,17.91388889
69851,2012,24/03/2012,Oaxaca,San Juan Bautista Valle Naci,Selva,Inicial,No,1,Si,Ejidal,273,48,Ladera,Norte,SAP,VSA,4,1,1,1,1,-96.34361078,17.776666
76423,2012,15/06/2012,Oaxaca,Villa Sola de Vega,Bosque,Inicial,No,1,Si,Comunal,1680,40,Ladera,Norte,BPQ,VSA,4,1,1,1,1,-96.91555556,16.35166667
74534,2012,30/06/2012,Oaxaca,San Andres Cabecera Nueva,Bosque,Inicial,No,1,Si,Propiedad Particular,780,48,Ladera,Norte,BP,VSA,4,1,1,1,1,-97.83555522,16.831666
77666,2012,22/05/2012,Oaxaca,Santa Maria Tonameca,Selva,Inicial,No,1,Si,Comunal,145,15,Lomerio,Suroeste,SBC,VSaa,4,1,1,1,1,-96.65833333,15.75666667
70556,2012,27/03/2012,Oaxaca,Santiago Yaveo,Selva,Inicial,No,1,Si,Propiedad Particular,124,18,Lomerio,Noroeste,SMS,VSA,4,1,1,1,1,-95.36055556,17.60055556
68654,2012,15/03/2012,Oaxaca,San Pedro Teutila,Selva,Inicial,No,1,Si,Ejidal,440,45,Ladera,Norte,SAP,VSA,4,1,1,1,1,-96.57030489,18.01155556
71409,2012,24/08/2012,Oaxaca,San Pedro Coxcaltepec Cantar,Bosque,Inicial,No,1,Si,Comunal,2224,45,Ladera,Sur,BQ,VSaa,4,1,1,1,1,-97.10916667,17.48722189
69156,2012,20/03/2012,Oaxaca,Santa Maria Jacatepec,Selva,Inicial,No,1,Si,Ejidal,150,22,Bajo,Norte,SAP,VSA,4,1,1,1,1,-96.14916633,17.905
72898,2012,21/08/2012,Oaxaca,San Juan Tamazola,Bosque,Inicial,No,1,Si,Comunal,1941,30,Lomerio,Noreste,BQP,VSna,4,1,1,1,1,-97.16986044,17.17280489
72913,2012,21/07/2012,Oaxaca,Santa Catarina Lachatao,Bosque,Inicial,No,1,Si,Comunal,2932,30,Lomerio,Norte,BPQ,VSA,4,1,1,1,1,-96.46333333,17.148333
67886,2012,08/03/2012,Oaxaca,San Jose Tenango,Selva,Inicial,No,1,Si,Ejidal,883,15,Bajo,Sur,SAP,VSaa,4,1,1,1,1,-96.61222222,18.14861078
70958,2012,05/07/2012,Oaxaca,Tezoatlan de Segura y Luna,Selva,Inicial,No,1,Si,Propiedad Particular,2006,19,Ladera,Noroeste,SBC,VSna,4,1,1,1,1,-97.76530556,17.59747189
75940,2012,12/05/2012,Oaxaca,Santa Maria Mixtequilla,Selva,Inicial,No,1,Si,Comunal,135,20,Ladera,Este,SBC,VSn,4,1,1,1,1,-95.32333267,16.42413822
77044,2012,02/07/2012,Oaxaca,Santiago Jamiltepec,Selva,Inicial,No,1,Si,Ejidal,430,40,Lomerio,Noreste,SMS,VSA,4,1,1,1,1,-97.85583333,16.15555556
76863,2012,12/05/2012,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,1470,70,Ladera,Noroeste,BQP,VSA,4,1,1,1,1,-95.94194411,16.17972156
76963,2012,20/05/2012,Oaxaca,San Mateo Rio Hondo,Bosque,Inicial,No,1,Si,Ejidal,1545,67,Barranca,Noroeste,BQP,VSA,4,1,1,1,1,-96.54952744,16.15833333
73787,2012,23/04/2012,Oaxaca,Matias Romero,Selva,Inicial,No,1,Si,Propiedad Particular,166,30,Ladera,Este,SAP,VSA,4,1,1,1,1,-94.924666,16.90255556
72056,2012,02/08/2012,Oaxaca,San Pablo Huitzo,Bosque,Inicial,No,1,Si,Comunal,2100,20,Lomerio,Norte,BQ,VSaa,4,1,1,1,1,-96.83194378,17.34222189
73360,2012,18/04/2012,Oaxaca,San Juan Mazatlan,Selva,Reemplazo,No,1,Si,Comunal,500,40,Ladera,Norte,SAP,VSaa,2,1,1,0,0,-95.33991633,17.01
72728,2012,22/04/2012,Oaxaca,San Juan Mazatlan,Selva,Inicial,No,1,Si,Propiedad Particular,235,20,Lomerio,Norte,SAP,VSA,4,1,1,1,1,-95.14791633,17.13863856
76263,2012,14/06/2012,Oaxaca,San Simon Almolongas,Bosque,Inicial,No,1,Si,Comunal,1996,50,Ladera,Sur,BQ,VSA,4,1,1,1,1,-96.773916,16.39191633
72928,2012,22/04/2012,Oaxaca,San Juan Cotzocon,Bosque,Inicial,No,1,Si,Comunal,319,50,Lomerio,Norte,BQ,VSA,4,1,1,1,1,-95.75944444,17.12055489
76706,2012,09/06/2012,Oaxaca,San Miguel Panixtlahuaca,Selva,Inicial,No,1,Si,Comunal,653,65,Ladera,Noroeste,SMS,VSA,4,1,1,1,1,-97.431916,16.27838822
76438,2012,21/05/2012,Oaxaca,Santa Catalina Quieri,Bosque,Inicial,No,1,Si,Comunal,2440,30,Lomerio,Oeste,BQP,VSA,4,1,1,1,1,-96.21583333,16.32611044
72718,2012,06/05/2012,Oaxaca,San Juan Cotzocon,Selva,Inicial,No,1,Si,Comunal,389,45,Ladera,Norte,SAP,VSA,3,1,1,0,1,-95.61677711,17.15975
70973,2012,06/08/2012,Oaxaca,San Pedro Coxcaltepec Cantar,Bosque,Inicial,No,1,Si,Comunal,2092,15,Lomerio,Este,BQP,VSaa,4,1,1,1,1,-97.05886111,17.57583267
71816,2012,24/07/2012,Oaxaca,Santiago del Rio,Bosque,Inicial,No,1,Si,Ejidal,1992,45,Ladera,Oeste,BQ,VSna,4,1,1,1,1,-98.1,17.42580489
71861,2012,10/04/2012,Oaxaca,San Juan Comaltepec,Bosque,Inicial,No,1,Si,Comunal,1264,38,Ladera,Noreste,BM,VSA,4,1,1,1,1,-95.98416633,17.35583333
73980,2012,09/05/2012,Oaxaca,Santiago Lachiguiri,Bosque,Inicial,No,1,Si,Comunal,538,35,Ladera,Noreste,BPQ,VSA,4,1,1,1,1,-95.53555522,16.88499967
65856,2012,11/03/2012,Oaxaca,Acatlan de Perez Figueroa,Selva,Inicial,No,1,Si,Ejidal,207,23,Ladera,Noreste,SAP,VSA,4,1,1,1,1,-96.55244444,18.46330556
72703,2012,14/04/2012,Oaxaca,San Francisco Cajonos,Bosque,Inicial,No,1,Si,Comunal,2269,25,Ladera,Norte,BPQ,VSn,4,1,1,1,1,-96.32058267,17.18802744
74140,2012,25/06/2012,Oaxaca,Santiago Yosondua,Bosque,Inicial,No,1,Si,Comunal,2360,20,Ladera,Sur,BQP,VSA,4,1,1,1,1,-97.55169444,16.91361111
74772,2012,17/07/2012,Oaxaca,San Pedro Quiatoni,Bosque,Inicial,No,1,Si,Comunal,1350,15,Ladera,Suroeste,BQ,VSA,4,1,1,1,1,-96.10527778,16.72799933
74332,2012,02/07/2012,Oaxaca,Mesones Hidalgo,Bosque,Inicial,No,1,Si,Propiedad Particular,829,49,Ladera,Norte,BQP,VSA,4,1,1,1,1,-97.92777711,16.87944378
72713,2012,18/04/2012,Oaxaca,Santiago Zacatepec,Bosque,Inicial,Si,1,Si,Ejidal,688,75,Barranca,Sureste,BM,VSA,2,1,0,0,1,-95.85138889,17.16944378
72066,2012,20/03/2012,Oaxaca,San Miguel Yotao,Bosque,Inicial,No,1,Si,Comunal,2375,30,Lomerio,Sur,BM,VSn,3,1,0,1,1,-96.36266667,17.32247156
73950,2012,16/07/2012,Oaxaca,San Pablo Cuatro Venados,Bosque,Inicial,No,1,Si,Comunal,2550,90,Barranca,Norte,BQP,VSA,1,1,0,0,0,-96.940833,16.93944411
72663,2012,10/06/2012,Oaxaca,Santiago Juxtlahuaca,Bosque,Inicial,No,1,Si,Comunal,1800,50,Barranca,Sur,BPQ,VSn,4,1,1,1,1,-98.19916633,17.24772189
68905,2012,13/03/2012,Oaxaca,San Felipe Usila,Selva,Inicial,No,1,Si,Ejidal,523,50,Ladera,Noreste,SAP,VSA,3,1,1,1,0,-96.47547156,17.95963889
71841,2012,01/08/2012,Oaxaca,San Francisco Telixtlahuaca,Bosque,Inicial,No,1,Si,Comunal,2100,30,Barranca,Oeste,BQP,VSna,4,1,1,1,1,-96.92438822,17.39052744
72484,2012,21/07/2012,Oaxaca,Nuevo Zoquiapam,Bosque,Inicial,No,1,Si,Comunal,2660,70,Ladera,Este,BQ,VSna,4,1,1,1,1,-96.64563856,17.24547189
